Phylogenetic_Order,Megaclass,Superclass,Class,Subclass,Infraclass,Megacohort,Supercohort,Cohort,Subcohort,Infracohort,Section,Subsection,Division,Subdivision,Series,Subseries,Superorder,Order,Suborder,Infraorder,Family,Validity,Examined/not examined,Monophyly,
Clade34a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Bythitoidei,,Dinematichthyidae,Valid,Examined,Yes,
Clade34b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Ophidiaria,,,Ophidiiformes,Ophidioidei,,Ophidiidae,Valid,Examined,Yes,
Clade35,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Batrachoidiaria,,,Batrachoidiformes,,,Batrachoididae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Amarsipidae,Valid,Not examined,_,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Ariommatidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Arripidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Bramidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Caristiidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Centrolophidae,Valid,Examined,Monotypic*,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Chiasmodontidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Gempylidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Icosteidae,Valid,Examined,Monotypic*,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Nomeidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Pomatomidae,Valid,Examined,Monotypic*,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Scombridae,Valid,Examined,Not monophyletic; monophyletic in other studies,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Scombrolabracidae,Valid,Examined,Monotypic*,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Scombropidae,Valid,Not examined,_,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Stromateidae,Valid,Examined,Yes,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Tetragonuridae,Valid,Not examined,_,
Clade36,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Pelagiaria,,,Scombriformes,,,Trichiuridae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,,,Macroramphosidae,Not validated,_,_,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Syngnathoidei,,Aulostomidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Callionymoidei,,Callionymidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Syngnathoidei,,Centriscidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Dactylopteroidei,,Dactylopteridae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Callionymoidei,,Draconettidae,Valid,Not examined,_,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Syngnathoidei,,Fistulariidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Mulloidei,,Mullidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Dactylopteroidei,,Pegasidae,Valid,Examined,Monotypic*,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Syngnathoidei,,Solenostomidae,Valid,Examined,Yes,
Clade37,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Syngnatharia,,,Syngnathiformes,Syngnathoidei,,Syngnathidae,Valid,Examined,Yes,
Clade38a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Kurtiformes,Apogonoidei,,Apogonidae,Valid,Examined,Yes,
Clade38b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Kurtiformes,Kurtoidei,,Kurtidae,Valid,Examined,Yes,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Kraemeriidae,Not validated,_,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Microdesmidae,Not validated,_,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Schindleriidae,Not validated,_,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Xenisthmidae,Not validated,_,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Butidae,Valid,Not examined,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Eleotridae,Valid,Examined,Yes,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Gobiidae,Valid,Examined,Yes,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Milyeringidae,Valid,Not examined,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Odontobutidae,Valid,Examined,Yes,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Oxudercidae,Valid,Not examined,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Rhyacichthyidae,Valid,Not examined,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Gobioidei,,Thalasseleotrididae,Valid,Not examined,_,
Clade38c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Gobiaria,,,Gobiiformes,Trichonotoidei,,Trichonotidae,Valid,Not examined,_,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Anabantoidei,,Anabantidae,Valid,Examined,Yes,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Nandoidei,,Badidae,Valid,Examined,Yes,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Channoidei,,Channidae,Valid,Examined,Yes,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Anabantoidei,,Helostomatidae,Valid,Examined,Monotypic*,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Nandoidei,,Nandidae,Valid,Examined,Yes,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Anabantoidei,,Osphronemidae,Valid,Examined,Yes,
Clade39a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Anabantiformes,Nandoidei,,Pristolepididae,Valid,Examined,Yes,
Clade39b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Synbranchiformes,Mastacembeloidei,,Chaudhuriidae,Valid,Not examined,_,
Clade39b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Synbranchiformes,Indostomoidei,,Indostomidae,Valid,Examined,Yes,
Clade39b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Synbranchiformes,Mastacembeloidei,,Mastacembelidae,Valid,Examined,Yes,
Clade39b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Anabantaria,,,Synbranchiformes,Synbranchoidei,,Synbranchidae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,"""Cyclopsettidae""",Awaiting formal description,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Achiropsettidae,Not validated,_,_,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Latidae,Not validated,_,_,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Achiridae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Bothidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Carangiformes,,,Carangidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Centropomidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Citharidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Carangiformes,,,Coryphaenidae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Cynoglossidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Carangiformes,,,Echeneidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Istiophoriformes,,,Istiophoridae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Lactariidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Leptobramidae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Menidae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Carangiformes,,,Nematistiidae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Paralichthodidae,Valid,Not examined,_,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Paralichthyidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Pleuronectidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Poecilopsettidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Incertae sedis in Carangaria,,,Polynemidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Psettodoidei,,Psettodidae,Valid,Examined,Yes,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Carangiformes,,,Rachycentridae,Valid,Examined,Monotypic*,
Clade40,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata ,Acanthomorphata,Acanthopterygii,Percomorphaceae,Carangaria,,,Pleuronectiformes,Pleuronectoidei,,Rhombosoleidae,Valid,Examined,Yes,
